ID      clName  TotalRecords    TotalSizes      RealSizes
224     qrtc_event.rt_s_o_d_fnc_t1_cust_fnc_acct        18269   0.01702880859375        0.01631907746195793
225     qrtc_event.rt_s_o_d_smartpay_batch      7654    0.083251953125  0.08192612044513226
226     qrtc_event.rt_c_c_d_pub_cust_idx_info_1t        46278523        8.9808349609375 7.432634034194052
227     qrtc_event.rt_s_o_d_ltts_kdpb_tjredj    2126938 1.15106201171875        1.0870339134708047
228     qrtc_event.test_inser   1       0.00018310546875        0.00006124936044216156
229     qrtc_event.ba_s_o_d_ccdi_crd_info_1t    3617655 13.49200439453125       2.626434665173292
230     qrtc_event.rt_s_o_d_ged_acc_loan        212536  9.76141357421875        9.652788789011538
231     bdp_npc.o_npc_ccms_bankinfo     177937  27.6075439453125        0.16966843977570534
232     qrtc_event.rt_s_o_d_rcms_acc_loan       8327610 2134.9497680664062      2127.917347174138
233     qrtc_event.rt_s_o_d_nco_acc_loan        338233  560.0269165039062       554.5131570389494
234     sdb_event.snapshot_five_info    1612    0.00042724609375        0.0003611939027905464
235     bdp.f_sdb_ussp_zdmx_report_mx_bak20250411       1       0.00018310546875        0.00006218813359737396
236     bdp_f_sdb_obnk_bzj_info_sub2.f_sdb_obnk_bzj_info_trn2   262374  0.13201904296875        0.12444150447845459
237     bdp.f_sdb_ussp_zikehuzh_list    149690  5.15606689453125        0.06828076392412186
238     bdp.f_sdb_ebk_grt_busns_regst   53368386        30.0545654296875        25.95573717355728
239     bdp_2022.f_sdb_clms_model_indi_ext_cust_y_bill_2022     19729587        9.190673828125  8.428079711273313
240     sdb_bdp.hp_perf_status  968     0.000244140625  0.0001810239627957344
241     bdp_202301.f_sdb_icop_bal_detail_202301 0       0.005859375     0.0029306262731552124
242     bdp.f_sdb_ussp_acct_secret_config       40      0.0072021484375 0.002984873950481415
243     bdp_posp_sub2.o_posp_hpos_log_trn2      148846  0.239013671875  0.22467362973839045
244     bdp_202301.f_sdb_05_cbk_acct_202301     0       0.0087890625    0.004395939409732819
245     bdp_f_sdb_wbmp_cust_busi_distri_sub1.f_sdb_wbmp_cust_busi_distri_trn1   14520   0.0128173828125 0.00969761237502098
246     bdp_202401.f_sdb_icop_bal_detail_202401 0       0.005859375     0.0029306262731552124
247     bdp.f_sdb_ltts_yc_acct  35      0.00689697265625        0.003077590838074684
248     HAInstanceGroup_bdp_mysql_group.HAConfig        1       0.00018310546875        0.00006149895489215851
249     bdp_posp_sub2.o_posp_translog_trn2      1505873 2.4134521484375 2.260682803578675
250     bdp_espm_2023.o_espm_pm_serial_syn_his_2023_01  0       0.01171875      0.005861252546310425
251     bdp_202304.f_sdb_icop_ware_biz_info_ecustid_202304      0       0.0087890625    0.004395939409732819
252     bdp_2023.f_sdb_gsms_msg_ticket_statereport_2023 0       0.0029296875    0.0014653131365776062
253     bdp_2023.f_sdb_ussp_hdhz_print_cnt_2023 0       0.005859375     0.0029306262731552124
254     bdp_202307.f_sdb_icop_bal_detail_202307 0       0.005859375     0.0029306262731552124
255     bdp.f_sdb_ocss_xykcx_ystx       3190705 1.08660888671875        0.9120636796578765
256     bdp_2023.f_sdb_icop_epcc_epcc_tranacct_serial_2023      0       0.0146484375    0.007326565682888031
257     bdp_202302.f_sdb_pcrpt_hsz_nbzdzd_202302        0       0.005859375     0.0029306262731552124
258     bdp.f_sdb_cfas_guar_dtl 246093  0.26922607421875        0.22582599706947803
259     bdp_2023.f_sdb_icop_epcc_epcc_tranlog_info_2023 0       0.01171875      0.005861252546310425
260     qrtc_event.rt_s_o_d_ltts_kcda_pzjcxx    29534397        24.69854736328125       23.510290168225765
261     qrtc_event.rt_c_c_d_pub_vouch_acct_rela_info    79999408        50.20379638671875       36.633395770564675
262     bdp.f_sdb_fncx_indi_aum_agg     19119427        37.596435546875 5.759844142943621
263     bdp.f_sdb_uaps_epsm_mehtmon_avg_bal     776666  1.13909912109375        0.3821315923705697
264     qrtc_event.rt_s_o_d_cfas_ln_mst_01      6971696 52.37384033203125       52.022034904919565
265     qrtc_event.rt_s_o_d_nco_ctr_tf_on_balance_cont  12245   0.09539794921875        0.09366806410253048
